Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Snowday?
26,15,20.5,0,2.5,0,0,0,0,0
31,20,25.5,0,7.5,0,0,0,0,0
29.5,18.5,24,0,6,0.4,0,0.4,0,0
21,13,17,1,0,0,0,0,0,0
23,10.5,16.8,1.2,0,0,0,0,0,0
31,19,25,0,7,0,0,0,0,0
26,16.5,21.3,0,3.3,0,0,0,0,0
32,18,25,0,7,3.6,0,3.6,0,0
23,19.5,21.3,0,3.3,0,0,0,0,0
22.5,8.5,15.5,2.5,0,0,0,0,0,0
15.5,7.5,11.5,6.5,0,6,0,6,0,0
18.5,12,15.3,2.7,0,0,0,0,0,0
24,10,17,1,0,0,0,0,0,0
30,15.5,22.8,0,4.8,0,0,0,0,0
23.5,16,19.8,0,1.8,0,0,0,0,0
18,12.5,15.3,2.7,0,0.6,0,0.6,0,0
18,7,12.5,5.5,0,13.2,0,13.2,0,0
28.5,12,20.3,0,2.3,27,0,27,0,0
14,6,10,8,0,6.6,0,6.6,0,0
21.5,7,14.3,3.7,0,4,0,4,0,0
24,15,19.5,0,1.5,7,0,7,0,0
17.5,5,11.3,6.7,0,0,0,0,0,0
21,7,14,4,0,3.2,0,3.2,0,0
14,6.5,10.3,7.7,0,6.6,0,6.6,0,0
11.5,7,9.3,8.7,0,1.8,0,1.8,0,0
19,9.5,14.3,3.7,0,5.8,0,5.8,0,0
27.5,18,22.8,0,4.8,4.2,0,4.2,0,0
12,8,10,8,0,0.4,0,0.4,0,0
11,6.5,8.8,9.2,0,0,0,0,0,0
12,3.5,7.8,10.2,0,3,0,3,0,0
9,2.5,5.8,12.2,0,0,0,0,0,0
8.5,3,5.8,12.2,0,0,0,0,0,0
7.5,-1.5,3,15,0,0,0,0,0,0
17,2.5,9.8,8.2,0,1.6,0,1.6,0,0
5.5,-1.5,2,16,0,0,0,0,0,0
10.5,0.5,5.5,12.5,0,0,0,0,0,0
9.5,1.5,5.5,12.5,0,0,0,0,0,0
4.5,0,2.3,15.7,0,0,0,0,0,0
5,-4,0.5,17.5,0,0,0,0,0,0
5.5,-1,2.3,15.7,0,0,0,0,0,0
7,0.5,3.8,14.2,0,2,0,2,0,0
5,-1,2,16,0,9.6,0,9.6,0,0
8,2.5,5.3,12.7,0,14,0,14,0,0
5,2,3.5,14.5,0,2,0,2,0,0
6,1.5,3.8,14.2,0,0.6,0,0.6,0,0
13,2.5,7.8,10.2,0,6.2,0,6.2,0,0
11.5,8,9.8,8.2,0,0,0,0,0,0
8,2,5,13,0,0,0,0,0,0
3.5,-3,0.3,17.7,0,0,10,8.8,0,0
5.5,-4.5,0.5,17.5,0,0,7,7.2,0,0
2,-2,0,18,0,0,0,0,4,0
-7,-11,-9,27,0,0,0,0,3,0
-4.5,-13,-8.8,26.8,0,0,4,6,2,0
0.5,-7.5,-3.5,21.5,0,0,3,3.2,8,0
0.5,-5,-2.3,20.3,0,0,4.2,1.8,12,0
-4,-7,-5.5,23.5,0,0,6,2.8,14,0
-3,-9.5,-6.3,24.3,0,0,0,0,15,0
-9.5,-17.5,-13.5,31.5,0,0,0,0,12,0
-3,-21,-12,30,0,0,0,0,12,0
2.5,0.5,1.5,16.5,0,15.6,2,16.6,7,0
1.5,-0.5,0.5,17.5,0,0,6,5.8,5,0
2.5,0,1.3,16.7,0,0,0,0,9,0
2.5,-0.5,1,17,0,0,0,0,5,0
0.5,-1.5,-0.5,18.5,0,0,0,0,3,0
1,-1,0,18,0,0,3,2,2,0
-4.5,-6.5,-5.5,23.5,0,0,0,0,4,0
-3.5,-8,-5.8,23.8,0,0,3,1.2,4,0
1,-5.5,-2.3,20.3,0,0,0,0,5,0
-11,-13,-12,30,0,0,0,0,5,0
-5.5,-11.5,-8.5,26.5,0,0,0,0,5,0
-6.5,-14,-10.3,28.3,0,0,2,1.2,5,0
-5,-9.5,-7.3,25.3,0,0,0,0,7,0
-5.5,-15,-10.3,28.3,0,0,0,0,7,0
2,-9.5,-3.8,21.8,0,7.4,0,7.4,7,0
1,-1,0,18,0,0,0,0,4,0
-6,-9.5,-7.8,25.8,0,0,0,0,4,0
-1,-13,-7,25,0,0,0,0,4,0
3,-9,-3,21,0,20,0,20,4,0
5,0,2.5,15.5,0,4.8,2,7.4,2,0
-6.5,-16,-11.3,29.3,0,0,5,6,6,0
1,-12.5,-5.8,23.8,0,0.4,0,0.4,9,0
2,-1.5,0.3,17.7,0,0,3,2.2,8,0
-8,-9.5,-8.8,26.8,0,0,0,0,9,0
-15,-21.5,-18.3,36.3,0,0,0,0,9,0
-5.5,-20,-12.8,30.8,0,0,0,0,9,0
0,-9.5,-4.8,22.8,0,0,0,0,9,0
0,-8,-4,22,0,0,5,0,9,0
-12.5,-24,-18.3,36.3,0,0,0,0,11,0
-8.5,-16,-12.3,30.3,0,0,1,0.8,11,0
-16.5,-24,-20.3,38.3,0,0,0,0,20,0
-10.5,-27,-18.8,36.8,0,0,15,12.4,20,0
0.5,-15,-7.3,25.3,0,6,7,13.4,32,0
2,-8.5,-3.3,21.3,0,0,0,0,34,0
-2.5,-11,-6.8,24.8,0,0,0,0,32,0
-17,-24.5,-20.8,38.8,0,0,2,1.6,34,0
-8.5,-20,-14.3,32.3,0,0,2,1,36,0
-11.5,-19,-15.3,33.3,0,0,0,0,36,0
-15,-20,-17.5,35.5,0,0,0,0,36,0
-11,-20.5,-15.8,33.8,0,0,2,1.8,36,0
6.5,-12,-2.8,20.8,0,10,0,10,45,0
6,-7,-0.5,18.5,0,0,0,0,40,0
-6,-13.5,-9.8,27.8,0,2,2,2.8,40,0
7.5,-10.5,-1.5,19.5,0,0,0,0,40,0
3.5,-4,-0.3,18.3,0,0,0,0,38,0
-6.5,-16.5,-11.5,29.5,0,0,0,0,37,0
-5.5,-18,-11.8,29.8,0,0,20,17.6,36,0
0.5,-14,-6.8,24.8,0,0,1,0.6,52,1
-3,-11,-7,25,0,0,2,1.6,52,0
4.5,-9,-2.3,20.3,0,0,0,0,53,0
-6,-20,-13,31,0,0,0,0,48,0
-6.5,-22,-14.3,32.3,0,0,6,6.4,48,0
3.5,-9,-2.8,20.8,0,0,0,0,53,0
-0.5,-11,-5.8,23.8,0,0,0,0,52,0
-4.5,-8,-6.3,24.3,0,0,0,0,47,0
-11.5,-18,-14.8,32.8,0,0,0,0,46,0
-13,-24,-18.5,36.5,0,0,0,0,45,0
-6.5,-22,-14.3,32.3,0,0,0,0,45,0
0,-20,-10,28,0,0,0,0,45,0
-6.5,-11.5,-9,27,0,0,0,0,45,0
-7,-20,-13.5,31.5,0,0,0,0,45,0
-10,-18,-14,32,0,0,0,0,44,0
-7,-21,-14,32,0,0,0,0,42,0
-0.5,-17,-8.8,26.8,0,0,0,0,42,0
-1.5,-13.5,-7.5,25.5,0,0,0,0,32,0
3,-15.5,-6.3,24.3,0,0,0,0,32,0
6.5,-9,-1.3,19.3,0,0,0,0,31,0
6.5,-0.5,3,15,0,10,0,10,28,0
3.5,1,2.3,15.7,0,5,0,5,25,0
1,-9.5,-4.3,22.3,0,0,0,0,20,0
1,-8,-3.5,21.5,0,0,0,0,20,0
5,-11,-3,21,0,0,0,0,19,0
8,-5,1.5,16.5,0,0,0,0,17,0
5,2,3.5,14.5,0,0,0,0,13,0
3,-7.5,-2.3,20.3,0,0,0,0,14,0
7.5,-4,1.8,16.2,0,0,0,0,13,0
7,2.5,4.8,13.2,0,0,0,0,10,0
2,-4,-1,19,0,0,0,0,6,0
2.5,-8.5,-3,21,0,0,5,4.8,5,0
1.5,-1,0.3,17.7,0,13,0,13,0,1
0.5,-3,-1.3,19.3,0,0,5,5.2,0,0
4,-4.5,-0.3,18.3,0,9,0,9,4,0
5.5,-4,0.8,17.2,0,20,0,20,0,0
11,1,6,12,0,4,0,4,0,0
4,1.5,2.8,15.2,0,2.2,0,2.2,0,0
10,1,5.5,12.5,0,0,0,0,0,0
14,-1.5,6.3,11.7,0,3.4,0,3.4,0,0
17,4,10.5,7.5,0,10.6,0,10.6,0,0
17,9,13,5,0,15,0,15,0,0
9,4,6.5,11.5,0,0,0,0,0,0
14.5,4,9.3,8.7,0,0,0,0,0,0
12.5,6,9.3,8.7,0,13.6,0,13.6,0,0
10.5,-2,4.3,13.7,0,0,0,0,0,0
14,4.5,9.3,8.7,0,0,0,0,0,0
6,3.5,4.8,13.2,0,9,0,9,0,0
10,1.5,5.8,12.2,0,3.8,0,3.8,0,0
11,5.5,8.3,9.7,0,0,0,0,0,0
23.5,5.5,14.5,3.5,0,0,0,0,0,0
15.5,8.5,12,6,0,0,0,0,0,0
14,1.5,7.8,10.2,0,0,0,0,0,0
14,4.5,9.3,8.7,0,22,0,22,0,0
19,8,13.5,4.5,0,9.8,0,9.8,0,0
15,7.5,11.3,6.7,0,13.4,0,13.4,0,0
11,5.5,8.3,9.7,0,0,0,0,0,0
13.5,3,8.3,9.7,0,0.4,0,0.4,0,0
13,3.5,8.3,9.7,0,4,0,4,0,0
14,8,11,7,0,0,0,0,0,0
21.5,12.5,17,1,0,0,0,0,0,0
18,7,12.5,5.5,0,0,0,0,0,0
19.5,4.5,12,6,0,0,0,0,0,0
20.5,10,15.3,2.7,0,13.2,0,13.2,0,0
20,12.5,16.3,1.7,0,0,0,0,0,0
17.5,8,12.8,5.2,0,0.4,0,0.4,0,0
14,8,11,7,0,4,0,4,0,0
19.5,9,14.3,3.7,0,0,0,0,0,0
22,8,15,3,0,2.4,0,2.4,0,0
15,5.5,10.3,7.7,0,0,0,0,0,0
16,5.5,10.8,7.2,0,1,0,1,0,0
18,4,11,7,0,0,0,0,0,0
17.5,9.5,13.5,4.5,0,0,0,0,0,0
23,8,15.5,2.5,0,0,0,0,0,0
25,7.5,16.3,1.7,0,0,0,0,0,0
28,15.5,21.8,0,3.8,25,0,25,0,0
20.5,12,16.3,1.7,0,0,0,0,0,0
24,8,16,2,0,0,0,0,0,0
20,12.5,16.3,1.7,0,15,0,15,0,0
19.5,11.5,15.5,2.5,0,3.4,0,3.4,0,0
23.5,8.5,16,2,0,0,0,0,0,0
26.5,11.5,19,0,1,0,0,0,0,0
27,14.5,20.8,0,2.8,7,0,7,0,0
19.5,16,17.8,0.2,0,2.4,0,2.4,0,0
24,15,19.5,0,1.5,0,0,0,0,0
27.5,12,19.8,0,1.8,6.2,0,6.2,0,0
28.5,14,21.3,0,3.3,14.4,0,14.4,0,0
28,14.5,21.3,0,3.3,1,0,1,0,0
29,15.5,22.3,0,4.3,3.8,0,3.8,0,0
28,16,22,0,4,26,0,26,0,0
27,12,19.5,0,1.5,0,0,0,0,0
29,19,24,0,6,0,0,0,0,0
30.5,15.5,23,0,5,0,0,0,0,0
32.5,16.5,24.5,0,6.5,0,0,0,0,0
31.5,19.5,25.5,0,7.5,15.4,0,15.4,0,0
27,10.5,18.8,0,0.8,0,0,0,0,0
29.5,15.5,22.5,0,4.5,0,0,0,0,0
30.5,16,23.3,0,5.3,1,0,1,0,0
30,19,24.5,0,6.5,13.6,0,13.6,0,0
24,18.5,21.3,0,3.3,0,0,0,0,0
27.5,13.5,20.5,0,2.5,0,0,0,0,0
31,15.5,23.3,0,5.3,0,0,0,0,0
28,21.5,24.8,0,6.8,0,0,0,0,0
28,16.5,22.3,0,4.3,0,0,0,0,0
33,19,26,0,8,0,0,0,0,0
24,16.5,20.3,0,2.3,0,0,0,0,0
25,11,18,0,0,0,0,0,0,0
25,13,19,0,1,0,0,0,0,0
29.5,14.5,22,0,4,0,0,0,0,0
31.5,14.5,23,0,5,0,0,0,0,0
32,17,24.5,0,6.5,0,0,0,0,0
27,21,24,0,6,13,0,13,0,0
28,18,23,0,5,0,0,0,0,0
27.5,11,19.3,0,1.3,0,0,0,0,0
29.5,11,20.3,0,2.3,0,0,0,0,0
29,9,19,0,1,0,0,0,0,0
30,15,22.5,0,4.5,6.6,0,6.6,0,0
25.5,19,22.3,0,4.3,1.8,0,1.8,0,0
28,17.5,22.8,0,4.8,4,0,4,0,0
25,14.5,19.8,0,1.8,0,0,0,0,0
28.5,16,22.3,0,4.3,4.6,0,4.6,0,0
26,13.5,19.8,0,1.8,0,0,0,0,0
24.5,12.5,18.5,0,0.5,0,0,0,0,0
24.5,8,16.3,1.7,0,0,0,0,0,0
26.5,14.5,20.5,0,2.5,2.8,0,2.8,0,0
28.5,17.5,23,0,5,0,0,0,0,0
26.5,11,18.8,0,0.8,0,0,0,0,0
26,11,18.5,0,0.5,26.2,0,26.2,0,0
23.5,17.5,20.5,0,2.5,8.6,0,8.6,0,0
24,13.5,18.8,0,0.8,4.8,0,4.8,0,0
23,15,19,0,1,0,0,0,0,0
24,15.5,19.8,0,1.8,0.6,0,0.6,0,0
22,9,15.5,2.5,0,0,0,0,0,0
23,14,18.5,0,0.5,0,0,0,0,0
22.5,6,14.3,3.7,0,0,0,0,0,0
21.5,11.5,16.5,1.5,0,10.2,0,10.2,0,0
17.5,4,10.8,7.2,0,0,0,0,0,0
21,3.5,12.3,5.7,0,5,0,5,0,0
25.5,12,18.8,0,0.8,0,0,0,0,0
19.5,10.5,15,3,0,0,0,0,0,0
20.5,6,13.3,4.7,0,9,0,9,0,0
21.5,5,13.3,4.7,0,0,0,0,0,0
22,5,13.5,4.5,0,0,0,0,0,0
21,8,14.5,3.5,0,0,0,0,0,0
24.5,6.5,15.5,2.5,0,0,0,0,0,0
26,9.5,17.8,0.2,0,0,0,0,0,0
26,18.5,22.3,0,4.3,1.2,0,1.2,0,0
17.5,12,14.8,3.2,0,0,0,0,0,0
23.5,5,14.3,3.7,0,2,0,2,0,0
20,13.5,16.8,1.2,0,3.6,0,3.6,0,0
21,6,13.5,4.5,0,7.6,0,7.6,0,0
16,6,11,7,0,6,0,6,0,0
17.5,7,12.3,5.7,0,17.6,0,17.6,0,0
12,9,10.5,7.5,0,0,0,0,0,0
10,4,7,11,0,3.6,0,3.6,0,0
10.5,4,7.3,10.7,0,0,0,0,0,0
18,11,14.5,3.5,0,0,0,0,0,0
17,3,10,8,0,0,0,0,0,0
16.5,-0.5,8,10,0,0,0,0,0,0
19.5,0,9.8,8.2,0,0,0,0,0,0
20,1.5,10.8,7.2,0,0,0,0,0,0
12,3,7.5,10.5,0,0.8,0,0.8,0,0
15.5,3,9.3,8.7,0,0,0,0,0,0
16,6,11,7,0,27.2,0,27.2,0,0
10.5,8,9.3,8.7,0,2.4,0,2.4,0,0
9.5,5.5,7.5,10.5,0,0,0,0,0,0
16,0,8,10,0,0,0,0,0,0
14,8,11,7,0,2,0,2,0,0
13.5,7,10.3,7.7,0,24.6,0,24.6,0,0
13,5.5,9.3,8.7,0,0,0,0,0,0
11.5,4,7.8,10.2,0,0,0,0,0,0
15,7,11,7,0,0,0,0,0,0
18.5,4.5,11.5,6.5,0,0,0,0,0,0
11,8,9.5,8.5,0,8.4,0,8.4,0,0
10,7,8.5,9.5,0,34.6,0,34.6,0,0
4,1,2.5,15.5,0,0,0,0,0,0
10,-3,3.5,14.5,0,1.2,0,1.2,0,0
10.5,6,8.3,9.7,0,0,0,0,0,0
5.5,-1,2.3,15.7,0,0,2,1,0,0
1,-2,-0.5,18.5,0,0.8,0,0.8,3,0
0,-5,-2.5,20.5,0,0,0,0,2,0
-4,-7,-5.5,23.5,0,0,12,8.2,0,0
-7,-9,-8,26,0,0,0,0,15,1
-8,-15,-11.5,29.5,0,0,4,2,10,0
1,-13,-6,24,0,0,1,1,6,0
2,-3,-0.5,18.5,0,0,0,0,10,0
